SECTION,PROC_CDE,DESCRIPTION,ADD_DATE,ACTION_DATE,TERM_DATE,ACTION_CODE
,G9321,Count of previous ct (any type of ct) and cardiac nuclear medicine (myocardial perfusion) studies documented in the 12-month period prior to the current study,20140101,20140101,,N
,G9322,"Count of previous ct and cardiac nuclear medicine (myocardial perfusion) studies not documented in the 12-month period prior to the current study, reason not given",20140101,20140101,,N
,G9323,"Documentation of medical reason(s) for not counting previous ct and cardiac nuclear medicine (myocardial perfusion) studies (eg, ct studies performed for radiation treatment planning or image-guided radiation treatment delivery)",20140101,20160101,20151231,N
,G9324,"All necessary data elements not included, reason not given",20140101,20170101,20161231,D
,G9325,"Ct studies not reported to a radiation dose index registry due to medical reasons (eg, ct studies performed for radiation treatment planning or image-guided radiation treatment delivery)",20140101,20160101,20151231,N
,G9326,"Ct studies performed not reported to a radiation dose index registry that is capable of collecting at a minimum all necessary data elements, reason not given",20140101,20170101,,C
,G9327,Ct studies performed reported to a radiation dose index registry that is capable of collecting at a minimum all necessary data elements,20140101,20170101,,C
,G9328,"Dicom format image data availability not documented in final report due to medical reasons (eg, ct studies performed for radiation treatment planning or image-guided radiation treatment delivery)",20140101,20160101,20151231,N
,G9329,"Dicom format image data available to non-affiliated external healthcare facilities or entities on a secure, media free, reciprocally searchable basis with patient authorization for at least a 12-month period after the study not documented in final report, reason not given",20140101,20150101,,N
,G9340,"Final report documented that dicom format image data available to non-affiliated external healthcare facilities or entities on a secure, media free, reciprocally searchable basis with patient authorization for at least a 12-month period after the study",20140101,20150101,,N
,G9341,"Search conducted for prior patient ct studies completed at non-affiliated external healthcare facilities or entities within the past 12-months and are available through a secure, authorized, media-free, shared archive prior to an imaging study being performed",20140101,20150101,,N
,G9342,"Search not conducted prior to an imaging study being performed for prior patient ct studies completed at non-affiliated external healthcare facilities or entities within the past 12-months and are available through a secure, authorized, media-free, shared archive, reason not given",20140101,20150101,,N
,G9343,"Due to medical reasons, search not conducted for dicom format images for prior patient ct imaging studies completed at non-affiliated external healthcare facilities or entities within the past 12 months that are available through a secure, authorized, media-free, shared archive (e.g., ct studies performed for radiation treatment planning or image-guided radiation treatment delivery)",20140101,20160101,20151231,N
,G9344,"Due to system reasons search not conducted for dicom format images for prior patient ct imaging studies completed at non-affiliated external healthcare facilities or entities within the past 12 months that are available through a secure, authorized, media-free, shared archive (e.g., non-affiliated external healthcare facilities or entities does not have archival abilities through a shared archival system)",20140101,20150101,,N
,G9345,"Follow-up recommendations documented according to recommended guidelines for incidentally detected pulmonary nodules (e.g., follow-up ct imaging studies needed or that no follow-up is needed) based at a minimum on nodule size and patient risk factors",20140101,20150101,,N
,G9346,"Follow-up recommendations not documented according to recommended guidelines for incidentally detected pulmonary nodules due to medical reasons (e.g., patients with known malignant disease, patients with unexplained fever, ct studies performed for radiation treatment planning or image-guided radiation treatment delivery)",20140101,20160101,20151231,N
,G9347,"Follow-up recommendations not documented according to recommended guidelines for incidentally detected pulmonary nodules, reason not given",20140101,20150101,,N
,G9348,"Ct scan of the paranasal sinuses ordered at the time of diagnosis for documented reasons (eg, persons with sinusitis symptoms lasting at least 7 to 10 days, antibiotic resistance, immunocompromised, recurrent sinusitis, acute frontal sinusitis, acute sphenoid sinusitis, periorbital cellulitis, or other medical)",20140101,20140101,,N
,G9349,Documentation of a ct scan of the paranasal sinuses ordered at the time of diagnosis or received within 28 days after date of diagnosis,20140101,20140101,,N
,G9350,Ct scan of the paranasal sinuses not ordered at the time of diagnosis or received within 28 days after date of diagnosis,20140101,20140101,,N
,G9351,More than one ct scan of the paranasal sinuses ordered or received within 90 days after diagnosis,20140101,20140101,,N
,G9352,"More than one ct scan of the paranasal sinuses ordered or received within 90 days after the date of diagnosis, reason not given",20140101,20140101,,N
,G9353,"More than one ct scan of the paranasal sinuses ordered or received within 90 days after the date of diagnosis for documented reasons (eg, patients with complications, second ct obtained prior to surgery, other medical reasons)",20140101,20140101,,N
,G9354,One ct scan or no ct scan of the paranasal sinuses ordered within 90 days after the date of diagnosis,20140101,20160101,,N
,G9355,Elective delivery or early induction not performed,20140101,20140101,,N
,G9356,Elective delivery or early induction performed,20140101,20140101,,N
,G9357,"Post-partum screenings, evaluations and education performed",20140101,20140101,,N
,G9358,"Post-partum screenings, evaluations and education not performed",20140101,20140101,,N
,G9359,Documentation of negative or managed positive tb screen with further evidence that tb is not active within one year of patient visit,20140101,20170101,,C
,G9360,No documentation of negative or managed positive tb screen,20140101,20140101,,N
,G9361,"Medical indication for induction [documentation of reason(s) for elective delivery (c-section) or early induction (e.g., hemorrhage and placental complications, hypertension, preeclampsia and eclampsia, rupture of membranes-premature or prolonged, maternal conditions complicating pregnancy/delivery, fetal conditions complicating pregnancy/delivery, late pregnancy, prior uterine surgery, or participation in clinical trial)]",20140101,20170101,,C
,G9362,"Duration of monitored anesthesia care (mac) or peripheral nerve block (pnb) without the use of general anesthesia during an applicable procedure 60 minutes or longer, as documented in the anesthesia record",20150101,20160101,20151231,N
,G9363,"Duration of monitored anesthesia care (mac) or peripheral nerve block (pnb) without the use of general anesthesia during an applicable procedure or general or neuraxial anesthesia less than 60 minutes, as documented in the anesthesia record",20150101,20160101,20151231,N
,G9364,"Sinusitis caused by, or presumed to be caused by, bacterial infection",20150101,20150101,,N
,G9365,One high-risk medication ordered,20150101,20150101,,N
,G9366,One high-risk medication not ordered,20150101,20150101,,N
,G9367,At least two different high-risk medications ordered,20150101,20150101,,N
,G9368,At least two different high-risk medications not ordered,20150101,20150101,,N
,G9369,Individual filled at least two prescriptions for any antipsychotic medication and had a pdc of 0.8 or greater,20150101,20160101,20151231,N
,G9370,Individual who did not fill at least two prescriptions for any antipsychotic medication or did not have a pdc of 0.8 or greater,20150101,20160101,20151231,N
,G9376,Patient continued to have the retina attached at the 6 months follow up visit (+/- 1 month) following only one surgery,20150101,20160101,20151231,N
,G9377,Patient did not have the retina attached after 6 months following only one surgery,20150101,20160101,20151231,N
,G9378,Patient continued to have the retina attached at the 6 months follow up visit (+/- 1 month),20150101,20160101,20151231,N
,G9379,Patient did not achieve flat retinas six months post surgery,20150101,20160101,20151231,N
,G9380,Patient offered assistance with end of life issues during the measurement period,20150101,20150101,,N
,G9381,"Documentation of medical reason(s) for not offering assistance with end of life issues (e.g., patient in hospice care, patient in terminal phase) during the measurement period",20150101,20170101,,C
,G9382,Patient not offered assistance with end of life issues during the measurement period,20150101,20150101,,N
,G9383,Patient received screening for hcv infection within the 12 month reporting period,20150101,20150101,,N
,G9384,"Documentation of medical reason(s) for not receiving annual screening for hcv infection (e.g., decompensated cirrhosis indicating advanced disease [i.e., ascites, esophageal variceal bleeding, hepatic encephalopathy], hepatocellular carcinoma, waitlist for organ transplant, limited life expectancy, other medical reasons)",20150101,20160101,,N
,G9385,"Documentation of patient reason(s) for not receiving annual screening for hcv infection (e.g., patient declined, other patient reasons)",20150101,20160101,,N
,G9386,"Screening for hcv infection not received within the 12 month reporting period, reason not given",20150101,20150101,,N
,G9389,Unplanned rupture of the posterior capsule requiring vitrectomy during cataract surgery,20150101,20160101,,N
,G9390,No unplanned rupture of the posterior capsule requiring vitrectomy during cataract surgery,20150101,20160101,,N
,G9391,"Patient achieves refraction +-1 d for the eye that underwent cataract surgery, measured at the one month follow up visit",20150101,20160101,20151231,N
,G9392,"Patient does not achieve refraction +-1 d for the eye that underwent cataract surgery, measured at the one month follow up visit",20150101,20160101,20151231,N
,G9393,Patient with an initial phq-9 score greater than nine who achieves remission at twelve months as demonstrated by a twelve month (+/- 30 days) phq-9 score of less than five,20150101,20150101,,N
,G9394,"Patient who had a diagnosis of bipolar disorder or personality disorder, death, permanent nursing home resident or receiving hospice or palliative care any time during the measurement or assessment period",20150101,20150101,,N
,G9395,Patient with an initial phq-9 score greater than nine who did not achieve remission at twelve months as demonstrated by a twelve month (+/- 30 days) phq-9 score greater than or equal to five,20150101,20150101,,N
,G9396,Patient with an initial phq-9 score greater than nine who was not assessed for remission at twelve months (+/- 30 days),20150101,20150101,,N
,G9399,"Documentation in the patient record of a discussion between the physician/clinician and the patient that includes all of the following: treatment choices appropriate to genotype, risks and benefits, evidence of effectiveness, and patient preferences toward the outcome of the treatment",20150101,20150101,,N
,G9400,Documentation of medical or patient reason(s) for not discussing treatment options; medical reasons: patient is not a candidate for treatment due to advanced physical or mental health comorbidity (including active substance use); currently receiving antiviral treatment; successful antiviral treatment (with sustained virologic response) prior to reporting period; other documented medical reasons; patient reasons: patient unable or unwilling to participate in the discussion or other patient reasons,20150101,20150101,,N
,G9401,"No documentation of a discussion in the patient record of a discussion between the physician or other qualfied healthcare professional and the patient that includes all of the following: treatment choices appropriate to genotype, risks and benefits, evidence of effectiveness, and patient preferences toward treatment",20150101,20150101,,N
,G9402,Patient received follow-up on the date of discharge or within 30 days after discharge,20150101,20150101,,N
,G9403,"Clinician documented reason patient was not able to complete 30 day follow-up from acute inpatient setting discharge (e.g., patient death prior to follow-up visit, patient non-compliant for visit follow-up)",20150101,20150101,,N
,G9404,Patient did not receive follow-up on the date of discharge or within 30 days after discharge,20150101,20150101,,N
,G9405,Patient received follow-up within 7 days from discharge,20150101,20150101,,N
,G9406,"Clinician documented reason patient was not able to complete 7 day follow-up from acute inpatient setting discharge (i.e patient death prior to follow-up visit, patient non-compliance for visit follow-up)",20150101,20150101,,N
,G9407,Patient did not receive follow-up on or within 7 days after discharge,20150101,20150101,,N
,G9408,Patients with cardiac tamponade and/or pericardiocentesis occurring within 30 days,20150101,20150101,,N
,G9409,Patients without cardiac tamponade and/or pericardiocentesis occurring within 30 days,20150101,20150101,,N
,G9410,"Patient admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",20150101,20150101,,N
,G9411,"Patient not admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",20150101,20150101,,N
,G9412,"Patient admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",20150101,20150101,,N
,G9413,"Patient not admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",20150101,20150101,,N
,G9414,Patient had one dose of meningococcal vaccine on or between the patient's 11th and 13th birthdays,20150101,20150101,,N
,G9415,Patient did not have one dose of meningococcal vaccine on or between the patient's 11th and 13th birthdays,20150101,20150101,,N
,G9416,"Patient had one tetanus, diphtheria toxoids and acellular pertussis vaccine (tdap) on or between the patient's 10th and 13th birthdays",20150101,20170101,,C
,G9417,"Patient did not have one tetanus, diphtheria toxoids and acellular pertussis vaccine (tdap) on or between the patient's 10th and 13th birthdays",20150101,20170101,,C
,G9418,Primary non-small cell lung cancer biopsy and cytology specimen report documents classification into specific histologic type or classified as nsclc-nos with an explanation,20150101,20150101,,N
,G9419,"Documentation of medical reason(s) for not including the histological type or nsclc-nos classification with an explanation (e.g., biopsy taken for other purposes in a patient with a history of primary non-small cell lung cancer or other documented medical reasons)",20150101,20160101,,N
,G9420,Specimen site other than anatomic location of lung or is not classified as primary non-small cell lung cancer,20150101,20150101,,N
,G9421,Primary non-small cell lung cancer biopsy and cytology specimen report does not document classification into specific histologic type or classified as nsclc-nos with an explanation,20150101,20150101,,N
,G9422,"Primary lung carcinoma resection report documents pt category, pn category and for non-small cell lung cancer, histologic type (squamous cell carcinoma, adenocarcinoma and not nsclc-nos)",20150101,20150101,,N
,G9423,"Documentation of medical reason for not including pt category, pn category and histologic type [for patient with appropriate exclusion criteria (e.g., metastatic disease, benign tumors, malignant tumors other than carcinomas, inadequate surgical specimens)]",20150101,20150101,,N
,G9424,"Specimen site other than anatomic location of lung, or classified as nsclc-nos",20150101,20150101,,N
,G9425,"Primary lung carcinoma resection report does not document pt category, pn category and for non-small cell lung cancer, histologic type (squamous cell carcinoma, adenocarcinoma)",20150101,20150101,,N
,G9426,Improvement in median time from ed arrival to initial ed oral or parenteral pain medication administration performed for ed admitted patients,20150101,20150101,,N
,G9427,Improvement in median time from ed arrival to initial ed oral or parenteral pain medication administration not performed for ed admitted patients,20150101,20150101,,N
,G9428,"Pathology report includes the pt category and a statement on thickness and ulceration and for pt1, mitotic rate",20150101,20150101,,N
,G9429,"Documentation of medical reason(s) for not including pt category and a statement on thickness and ulceration and for pt1, mitotic rate (e.g., negative skin biopsies in a patient with a history of melanoma or other documented medical reasons)",20150101,20160101,,N
,G9430,Specimen site other than anatomic cutaneous location,20150101,20150101,,N
,G9431,"Pathology report does not include the pt category and a statement on thickness and ulceration and for pt1, mitotic rate",20150101,20150101,,N
,G9432,"Asthma well-controlled based on the act, c-act, acq, or ataq score and results documented",20150101,20150101,,N
,G9433,"Death, permanent nursing home resident or receiving hospice or palliative care any time during the measurement period",20150101,20160101,20151231,N
,G9434,"Asthma not well-controlled based on the act, c-act, acq, or ataq score, or specified asthma control tool not used, reason not given",20150101,20150101,,N
,G9435,Aspirin prescribed at discharge,20150101,20170101,20161231,D
,G9436,"Aspirin not prescribed for documented reasons (e.g., allergy, medical intolerance, history of bleed)",20150101,20170101,20161231,D
,G9437,Aspirin not prescribed at discharge,20150101,20170101,20161231,D
,G9438,P2y inhibitor prescribed at discharge,20150101,20170101,20161231,D
,G9439,"P2y inhibitor not prescribed for documented reasons (e.g., allergy, medical intolerance, history of bleed)",20150101,20170101,20161231,D
,G9440,P2y inhibitor not prescribed at discharge,20150101,20170101,20161231,D
,G9441,Statin prescribed at discharge,20150101,20170101,20161231,D
,G9442,"Statin not prescribed for documented reasons (e.g., allergy, medical intolerance)",20150101,20170101,20161231,D
,G9443,Statin not prescribed at discharge,20150101,20170101,20161231,D
,G9448,Patients who were born in the years 1945?1965,20150101,20150101,,N
,G9449,History of receiving blood transfusions prior to 1992,20150101,20150101,,N
,G9450,History of injection drug use,20150101,20150101,,N
,G9451,Patient received one-time screening for hcv infection,20150101,20150101,,N
,G9452,"Documentation of medical reason(s) for not receiving one-time screening for hcv infection (e.g., decompensated cirrhosis indicating advanced disease [ie, ascites, esophageal variceal bleeding, hepatic encephalopathy], hepatocellular carcinoma, waitlist for organ transplant, limited life expectancy, other medical reasons)",20150101,20150101,,N
,G9453,"Documentation of patient reason(s) for not receiving one-time screening for hcv infection (e.g., patient declined, other patient reasons)",20150101,20150101,,N
,G9454,"One-time screening for hcv infection not received within 12 month reporting period and no documentation of prior screening for hcv infection, reason not given",20150101,20150101,,N
,G9455,"Patient underwent abdominal imaging with ultrasound, contrast enhanced ct or contrast mri for hcc",20150101,20150101,,N
,G9456,"Documentation of medical or patient reason(s) for not ordering or performing screening for hcc. medical reason: comorbid medical conditions with expected survival < 5 years, hepatic decompensation and not a candidate for liver transplantation, or other medical reasons; patient reasons: patient declined or other patient reasons (e.g., cost of tests, time related to accessing testing equipment)",20150101,20150101,,N
,G9457,Patient did not undergo abdominal imaging and did not have a documented reason for not undergoing abdominal imaging in the reporting period,20150101,20150101,,N
,G9458,"Patient documented as tobacco user and received tobacco cessation intervention (must include at least one of the following: advice given to quit smoking or tobacco use, counseling on the benefits of quitting smoking or tobacco use, assistance with or referral to external smoking or tobacco cessation support programs, or current enrollment in smoking or tobacco use cessation program) if identified as a tobacco user",20150101,20150101,,N
,G9459,Currently a tobacco non-user,20150101,20150101,,N
,G9460,"Tobacco assessment or tobacco cessation intervention not performed, reason not given",20150101,20160101,,N
,G9463,I intend to report the sinusitis measures group,20150101,20170101,20161231,D
,G9464,All quality actions for the applicable measures in the sinusitis measures group have been performed for this patient,20150101,20170101,20161231,D
,G9465,I intend to report the acute otitis externa (aoe) measures group,20150101,20170101,20161231,D
,G9466,All quality actions for the applicable measures in the aoe measures group have been performed for this patient,20150101,20170101,20161231,D
,G9467,Patient who have received or are receiving corticosteroids greater than or equal to 10 mg/day of prednisone equivalents for 60 or greater consecutive days or a single prescription equating to 600 mg prednisone or greater for all fills within the last twelve months,20150101,20170101,20161231,D
,G9468,Patient not receiving corticosteroids greater than or equal to 10 mg/day of prednisone equivalents for 60 or greater consecutive days or a single prescription equating to 600 mg prednisone or greater for all fills,20150101,20150101,,N
,G9469,Patients who have received or are receiving corticosteroids greater than or equal to 10 mg/day of prednisone equivalents for 60 or greater consecutive days or a single prescription equating to 600 mg prednisone or greater for all fills,20150101,20150101,,N
,G9470,Patients not receiving corticosteroids greater than or equal to 10 mg/day of prednisone equivalents for 60 or greater consecutive days or a single prescription equating to 600 mg prednisone or greater for all fills,20150101,20150101,,N
,G9471,"Within the past 2 years, central dual-energy x-ray absorptiometry (dxa) not ordered or documented",20150101,20150101,,N
,G9472,"Within the past 2 years, central dual-energy x-ray absorptiometry (dxa) not ordered and documented, no review of systems and no medication history or pharmacologic therapy (other than minerals/vitamins) for osteoporosis prescribed",20150101,20150101,,N
,G9473,"Services performed by chaplain in the hospice setting, each 15 minutes",20160101,20160101,,N
,G9474,"Services performed by dietary counselor in the hospice setting, each 15 minutes",20160101,20160101,,N
,G9475,"Services performed by other counselor in the hospice setting, each 15 minutes",20160101,20160101,,N
,G9476,"Services performed by volunteer in the hospice setting, each 15 minutes",20160101,20160101,,N
,G9477,"Services performed by care coordinator in the hospice setting, each 15 minutes",20160101,20160101,,N
,G9478,"Services performed by other qualified therapist in the hospice setting, each 15 minutes",20160101,20160101,,N
,G9479,"Services performed by qualified pharmacist in the hospice setting, each 15 minutes",20160101,20160101,,N
,G9480,Admission to medicare care choice model program (mccm),20160101,20160101,,N
,G9481,"Remote in-home visit for the evaluation and management of a new patient for use only in the medicare-approved comprehensive care for joint replacement model, which requires these 3 key components: a problem focused history;  a problem focused examination; and straightforward medical decision making, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are self limited or minor.  typically, 10 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",20160401,20160401,,A
,G9482,"Remote in-home visit for the evaluation and management of a new patient for use only in the medicare-approved comprehensive care for joint replacement model, which requires these 3 key components: an expanded problem focused history; an expanded problem focused examination;  straightforward medical decision making, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of low to moderate severity.  typically, 20 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",20160401,20160401,,A
,G9483,"Remote in-home visit for the evaluation and management of a new patient for use only in the medicare-approved comprehensive care for joint replacement model, which requires these 3 key components: a detailed history; a detailed examination; medical decision making of low complexity, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of moderate severity.  typically, 30 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",20160401,20160401,,A
,G9484,"Remote in-home visit for the evaluation and management of a new patient for use only in the medicare-approved comprehensive care for joint replacement model, which requires these 3 key components: a comprehensive history; a comprehensive examination; medical decision making of moderate complexity, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of moderate to high severity.  typically, 45 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",20160401,20160401,,A
,G9485,"Remote in-home visit for the evaluation and management of a new patient for use only in the medicare-approved comprehensive care for joint replacement model, which requires these 3 key components: a comprehensive history; a comprehensive examination; medical decision making of high complexity, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of moderate to high severity.  typically, 60 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",20160401,20160401,,A
,G9486,"Remote in-home visit for the evaluation and management of an established patient for use only in the medicare-approved comprehensive care for joint replacement model, which requires at least 2 of the following 3 key components: a problem focused history; a problem focused examination; straightforward medical decision making, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are self limited or minor.  typically, 10 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",20160401,20160401,,A
,G9487,"Remote in-home visit for the evaluation and management of an established patient for use only in the medicare-approved comprehensive care for joint replacement model, which requires at least 2 of the following 3 key components: an expanded problem focused history; an expanded problem focused examination; medical decision making of low complexity, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of low to moderate severity.  typically, 15 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",20160401,20160401,,A
,G9488,"Remote in-home visit for the evaluation and management of an established patient for use only in the medicare-approved comprehensive care for joint replacement model, which requires at least 2 of the following 3 key components: a detailed history; a detailed examination; medical decision making of moderate complexity, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of moderate to high severity.  typically, 25 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",20160401,20160401,,A
,G9489,"Remote in-home visit for the evaluation and management of an established patient for use only in the medicare-approved comprehensive care for joint replacement model, which requires at least 2 of the following 3 key components: a comprehensive history; a comprehensive examination; medical decision making of high complexity, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both.  usually, the presenting problem(s) are of moderate to high severity.  typically, 40 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",20160401,20160401,,A
,G9490,"Comprehensive care for joint replacement model, home visit for patient assessment performed by clinical staff for an individual not considered homebound, including, but not necessarily limited to patient assessment of clinical status, safety/fall prevention, functional status/ambulation, medication reconciliation/management, compliance with orders/plan of care, performance of activities of daily living, and ensuring beneficiary connections to community and other services.  (for use only in the medicare-approved cjr model); may not be billed for a 30 day period covered by a transitional care management code",20160401,20160401,,A
,G9496,"Documentation of reason for not detecting adenoma(s) or other neoplasm. (e.g., neoplasm detected is only diagnosed as traditional serrated adenoma, sessile serrated polyp, or sessile serrated adenoma",20160101,20160101,,N
,G9497,Received instruction from the anesthesiologist or proxy prior to the day of surgery to abstain from smoking on the day of surgery,20160101,20170101,,C
,G9498,Antibiotic regimen prescribed,20160101,20160101,,N
,G9499,Patient did not start or is not receiving antiviral treatment for hepatitis c during the measurement period,20160101,20170101,20161231,D
,G9500,"Radiation exposure indices, or exposure time and number of fluorographic images in final report for procedures using fluoroscopy, documented",20160101,20170101,,C
,G9501,"Radiation exposure indices, or exposure time and number of fluorographic images not documented in final report for procedure using fluoroscopy, reason not given",20160101,20170101,,C
,G9502,"Documentation of medical reason for not performing foot exam (i.e., patients who have had either a bilateral amputation above or below the knee, or both a left and right amputation above or below the knee before or during the measurement period)",20160101,20160101,,N
,G9503,Patient taking tamsulosin hydrochloride,20160101,20160101,,N
,G9504,"Documented reason for not assessing hepatitis b virus (hbv) status (e.g. patient not receiving a first course of anti-tnf therapy, patient declined) within one year prior to first course of anti-tnf therapy",20160101,20160101,,N
,G9505,Antibiotic regimen prescribed within 10 days after onset of symptoms for documented medical reason,20160101,20160101,,N
,G9506,Biologic immune response modifier prescribed,20160101,20160101,,N
,G9507,"Documentation that the patient is on a statin medication or has documentation of a valid contraindication or exception to statin medications; contraindications/exceptions that can be defined by diagnosis codes include pregnancy during the measurement period, active liver disease, rhabdomyolysis, end stage renal disease on dialysis and heart failure; provider documented contraindications/exceptions include breastfeeding during the measurement period, woman of child-bearing age not actively taking birth control, allergy to statin, drug interaction (hiv protease inhibitors, nefazodone, cyclosporine, gemfibrozil, and danazol) and intolerance (with supporting documentation of trying a statin at least once within the last 5 years or diagnosis codes for myostitis or toxic myopathy related to drugs)",20160101,20160101,,N
,G9508,Documentation that the patient is not on a statin medication,20160101,20160101,,N
,G9509,Remission at twelve months as demonstrated by a twelve month (+/-30 days) phq-9 score of less than 5,20160101,20160101,,N
,G9510,Remission at twelve months not demonstrated by a twelve month (+/-30 days) phq-9 score of less than five; either phq-9 score was not assessed or is greater than or equal to 5,20160101,20160101,,N
,G9511,Index date phq-9 score greater than 9 documented during the twelve month denominator identification period,20160101,20160101,,N
,G9512,Individual had a pdc of 0.8 or greater,20160101,20160101,,N
,G9513,Individual did not have a pdc of 0.8 or greater,20160101,20160101,,N
,G9514,Patient required a return to the operating room within 90 days of surgery,20160101,20160101,,N
,G9515,Patient did not require a return to the operating room within 90 days of surgery,20160101,20160101,,N
,G9516,"Patient achieved an improvement in visual acuity, from their preoperative level, within 90 days of surgery",20160101,20160101,,N
,G9517,"Patient did not achieve an improvement in visual acuity, from their preoperative level, within 90 days of surgery, reason not given",20160101,20160101,,N
,G9518,Documentation of active injection drug use,20160101,20160101,,N
,G9519,Patient achieves final refraction (spherical equivalent) +/- 0.5 diopters of their planned refraction within 90 days of surgery,20160101,20170101,,C
,G9520,Patient does not achieve final refraction (spherical equivalent) +/- 0.5 diopters of their planned refraction within 90 days of surgery,20160101,20170101,,C
,G9521,Total number of emergency department visits and inpatient hospitalizations less than two in the past 12 months,20160101,20160101,,N
,G9522,"Total number of emergency department visits and inpatient hospitalizations equal to or greater than two in the past 12 months or patient not screened, reason not given",20160101,20160101,,N
,G9523,Patient discontinued from hemodialysis or peritoneal dialysis,20160101,20160101,,N
,G9524,Patient was referred to hospice care,20160101,20160101,,N
,G9525,"Documentation of patient reason(s) for not referring to hospice care (e.g., patient declined, other patient reasons)",20160101,20160101,,N
,G9526,"Patient was not referred to hospice care, reason not given",20160101,20160101,,N
,G9529,Patient with minor blunt head trauma had an appropriate indication(s) for a head ct,20160101,20160101,,N
,G9530,Patient presented within 24 hours of a minor blunt head trauma with a gcs score of 15 and had a head ct ordered for trauma by an emergency care provider,20160101,20160101,,N
,G9531,"Patient has documentation of ventricular shunt, brain tumor, multisystem trauma, pregnancy, or is currently taking an antiplatelet medication including: asa/dipyridamole, clopidogrel, prasugrel, ticlopidine, ticagrelor or cilstazol)",20160101,20170101,,C
,G9532,"Patient's head injury occurred greater than 24 hours before presentation to the emergency department, or has a gcs score less than 15 or does not have a gcs score documented, or had a head ct for trauma ordered by someone other than an emergency care provider, or was ordered for a reason other than trauma",20160101,20170101,,C
,G9533,Patient with minor blunt head trauma did not have an appropriate indication(s) for a head ct,20160101,20160101,,N
,G9534,"Advanced brain imaging (cta, ct, mra or mri) was not ordered",20160101,20160101,,N
,G9535,Patients with a normal neurological examination,20160101,20160101,,N
,G9536,"Documentation of medical reason(s) for ordering an advanced brain imaging study (i.e., patient has an abnormal neurological examination; patient has the coexistence of seizures, or both; recent onset of severe headache; change in the type of headache; signs of increased intracranial pressure (e.g., papilledema, absent venous pulsations on funduscopic examination, altered mental status, focal neurologic deficits, signs of meningeal irritation); hiv-positive patients with a new type of headache; immunocompromised patient with unexplained headache symptoms; patient on coagulopathy/anti-coagulation or anti-platelet therapy; very young patients with unexplained headache symptoms)",20160101,20160101,,N
,G9537,"Documentation of system reason(s) for ordering an advanced brain imaging study (i.e., needed as part of a clinical trial; other clinician ordered the study)",20160101,20160101,,N
,G9538,"Advanced brain imaging (cta, ct, mra or mri) was ordered",20160101,20160101,,N
,G9539,Intent for potential removal at time of placement,20160101,20160101,,N
,G9540,Patient alive 3 months post procedure,20160101,20160101,,N
,G9541,Filter removed within 3 months of placement,20160101,20160101,,N
,G9542,Documented re-assessment for the appropriateness of filter removal within 3 months of placement,20160101,20160101,,N
,G9543,Documentation of at least two attempts to reach the patient to arrange a clinical re-assessment for the appropriateness of filter removal within 3 months of placement,20160101,20160101,,N
